id_pos,competidores,ingreso_mediana,ingreso_promedio,densidad_poblacional,pct_0a5,pct_5a9,pct_10a14,pct_15a19,pct_20a24,pct_25a29,pct_30a34,pct_35a39,pct_40a44,pct_45a49,pct_50a54,pct_55a59,pct_60a64,pct_65a69,pct_70a74,pct_75a79,pct_80a84,pct_85ainf,pct_bachelors,pct_doctorados,pct_secundario,pct_master,pct_bicicleta,pct_omnibus,pct_subtes,pct_taxi,pct_caminata,mediana_valor_hogar
-35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-34,67,62147.65364,82834.87273,5933.468182,5.101818182,5.58,6.177272727,6.245454545,6.825454545,5.988181818,5.71,5.459090909,6.345454545,6.921818182,7.554545455,7.327272727,6.565454545,6.186363636,4.149090909,2.970909091,2.390909091,2.5,19.85545455,1.430909091,29.43363636,7.466363636,0.371818182,1.395454545,0.103636364,0.115454545,2.03,260138.3264
-34,40,49801.65714,62167.86857,16386.39429,6.711428571,6.515714286,6.221428571,5.725714286,6.951428571,9.087142857,8.89,6.765714286,6.491428571,5.618571429,6.488571429,5.881428571,4.827142857,4.15,2.97,2.312857143,2,2.385714286,16.61142857,0.771428571,29.97428571,6.64,0.87,1.825714286,9.601428571,0.37,2.412857143,198583.5629
-34,12,86168.906,110130.89,4899.032,5.486,5.938,6.344,5.832,5.232,4.946,5.468,5.422,6.63,7.164,7.88,7.77,7.226,6.654,4.642,3.03,2.218,2.122,25.726,1.798,21.766,9.934,0.314,0.41,0.016,0,3.672,403081.984
-34,23,80083.05,101128.876,7983.548,6.31,7.996,8.098,6.878,5.686,6.054,6.844,7.168,8.054,7.756,7.108,6.19,5.16,4.03,2.726,1.834,1.114,0.996,23.26,1.942,24.822,12.142,0.406,0.852,0.028,0.002,1.338,374960.16
-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-33,2,42459.77,52138.12,2133.13,6.84,7.17,5.61,5.45,6.91,5.38,5.28,5.33,5.03,5.53,5.61,6.45,4.69,4.96,4.26,4.95,4.57,5.96,10.21,1.41,38.95,4.71,0,0,0,0,1.25,98808.48
-33,21,54932.58,70474.48,4797.868571,5.3,5.732857143,5.625714286,6.63,8.718571429,7.607142857,6.921428571,6.095714286,6.631428571,6.137142857,6.548571429,6.302857143,5.52,4.852857143,3.355714286,2.535714286,2.39,3.1,20.68428571,1.192857143,29.85428571,9.084285714,1.085714286,1.57,0.09,0.002857143,3.512857143,208126.0371
-33,100,54665.773,74498.162,25383.241,5.812,5.739,5.509,7.74,15.786,7.373,7.004,5.843,5.868,5.72,6.074,5.582,4.728,3.613,2.669,1.896,1.505,1.535,22.213,2.835,22.888,9.381,0.684,2.457,5.767,0.329,8.065,276010.417
-33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-32,44,53630.04143,67447.80857,15218.02286,6.49,6.574285714,6.644285714,6.595714286,7.195714286,6.594285714,6.492857143,5.632857143,6.417142857,6.291428571,6.782857143,6.331428571,5.53,4.668571429,3.812857143,2.815714286,2.327142857,2.798571429,12.15857143,0.302857143,31.78428571,5.884285714,0.154285714,3.065714286,5.787142857,0.052857143,1.822857143,219866.1671
-32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-31,10,57373.98,82262.84667,11982.18333,6.833333333,5.713333333,5.186666667,5.88,8.083333333,8.486666667,6.97,6.03,6.403333333,6.15,7,6.306666667,5.433333333,4.276666667,3.393333333,2.706666667,2.303333333,2.853333333,21.43666667,1.34,23.44333333,9.16,1.17,1.126666667,0.07,0.05,1.313333333,348751.78
-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-30,43,50083.43333,65705.25556,7276.75,7.065555556,6.707777778,6.482222222,5.993333333,6.717777778,6.774444444,6.614444444,5.434444444,6.008888889,6.246666667,7.182222222,6.738888889,6.193333333,4.907777778,3.758888889,2.758888889,1.946666667,2.47,15.47222222,0.997777778,31.93888889,5.943333333,0.575555556,2.494444444,0.076666667,0.166666667,3.05,162292.3789
-30,6,35131.36,47927.04,4521.73,4.26,5.48,4.78,5.48,6.83,6.03,6.11,6.4,6.54,6.09,6.16,6.31,5.52,5.52,5.5,4.1,4.07,4.8,11.23,0.42,36.21,7.85,0.01,0,0,0,2.07,116358.46
-30,12,43200.25,56487.66,3884.386667,7.07,5.873333333,5.516666667,5.75,9.306666667,7.22,5.846666667,5.613333333,4.963333333,5.393333333,7.126666667,7.333333333,6,4.556666667,3.36,2.99,2.67,3.41,12.69333333,0.463333333,36.34,4.623333333,0.36,2.98,0.003333333,0.446666667,2.796666667,117437.8033
-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-28,2,38236.83,48551.87,9318.7,5.41,5.61,5.6,6.23,6.01,6.81,6.87,6.06,6.37,6.63,7.87,7.53,6.24,5.18,3.76,3,2.19,2.63,9.41,0.28,38.51,3.27,0.1,2.63,0.28,0.02,0.93,95502.9
-28,276,59398.48909,77665.08477,10369.85705,5.935681818,6.170454545,6.189090909,6.515,7.337272727,6.848636364,6.755227273,5.986363636,6.257954545,6.200227273,6.7925,6.709772727,5.855454545,4.9825,3.655227273,2.771590909,2.325,2.711363636,21.22272727,1.329772727,24.82386364,8.650681818,0.422045455,1.882727273,0.271590909,0.114318182,2.501818182,224571.7143
-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-27,23,111679.38,139585.91,24998.31,5.14,5.855,5.645,4.845,6.655,10.91,8.235,6.37,6.525,6.56,6.71,6.35,5.735,4.545,3.35,2.47,1.855,2.26,31.635,2.575,14.99,15.885,2.07,6.085,6.05,0.42,12.91,758077.825
-27,,39096.93,44891.26,1510.2,7.13,4.98,4.82,5.23,5.54,5.9,5.52,4.87,4.2,5.51,6.35,7.64,7.04,5.06,4.91,3.79,4.43,7.06,9.92,0,39.79,3.56,0.46,0,0,0,11.36,128718.8
-27,2,37227.6,47781.38,4355.38,8.13,6.53,5.46,4.69,7.1,8.94,7.27,5.75,6.35,5.35,7.22,7.16,5.87,4.25,3.59,2.36,2.02,1.96,9.55,0.29,34.71,4.2,0.05,2.17,0,0,1.76,89160.71
-27,0,42545.6,55940.86,494.7,6.15,5.72,5.67,6.07,5.97,4.46,5.58,7.05,6.24,6.28,7.34,8.69,6.72,6.26,4.9,2.51,2.48,1.9,8.34,0.76,47.53,3.44,0,0.33,0,0,1.23,77923.31
-27,1,46222,63133,11.36,5.8,7.17,7.17,6.19,3.78,5.28,5.02,5.41,4.56,5.54,7.56,7.82,7.49,5.41,4.56,3.91,4.36,3,15.28,0.28,36.44,6.06,0.16,0,0,0,3.9,62973
-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-26,1,68673.51,90744.9,3183.63,6.42,6.715,6.935,7.105,7.135,7.18,7.325,5.82,6.535,6.86,8.165,7.495,5.415,4.195,2.33,1.755,1.225,1.4,19.95,0.5,26.67,8.065,0,0.21,0,0,1.39,259419.925
-26,59,49362.82375,66936.44375,23032.62875,5.39625,5.20625,5.0575,6.39625,12.3425,9.07375,7.155,5.835,5.9075,5.83,6.33,6.155,5.3575,4.20375,3.30125,2.49375,1.9025,2.05375,21.7825,2.20125,25.44125,9.28625,2.2175,4.08625,4.6175,0.02125,4.50125,265663.16
-26,24,50267.9075,68103.0975,28695.49,6.8,6.3225,6.17,6.3775,7.1175,8,7.435,6.0325,6.1025,6.225,6.6275,6.6175,5.42,4.3525,3.3525,2.5775,2.1225,2.345,16.045,1.5525,25.085,7.4975,0.6175,4.835,0.42,0.0275,2.3275,207505.08
-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-25,15,45056.56,61441.405,9059.4525,5,5.2325,6.1275,7.355,9.69,6.4825,6.3975,5.9,6.1025,6.3325,7.4375,7.5475,5.7375,4.1,3.075,2.49,2.33,2.6675,13.9175,0.4,34.9575,5.48,0.045,1.67,0,0.0175,3.92,97678.975
-25,9,32321.04,46156.38,5749.41,4.01,4.82,4.3,9.58,26.88,7.73,5.2,3.74,4.4,3.83,4.02,4.4,3.93,3.39,2.74,2.33,2.02,2.69,13.66,2.09,38.46,5.04,1.12,1.13,0,0,9.86,148109.06
-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-24,23,55010.06,68925.858,4508.124,7.444,7.198,7.188,6.254,6.322,5.914,6.368,6.06,7.002,6.86,7.298,6.976,6.112,4.34,3.108,2.4,1.574,1.574,19.45,1.272,26.848,7.75,0.066,0.816,0,0.002,1.148,135938.444
-24,1,35730.48,48180.09,161.64,6.71,8.45,9.21,6.12,5.12,5.11,7.03,5.8,5.81,6.78,4.58,6.95,6.49,7.12,3.6,1.66,1.97,1.49,12.03,1.42,44.72,1.53,0,0.01,0,0,1.69,77886.06
-24,17,73068.63,98527.294,8988.24,5.234,5.588,5.7,6.95,8.638,6.728,5.558,5.408,6.548,6.984,7.144,6.534,5.49,4.884,3.336,2.804,2.518,3.948,25.148,2.298,20.394,13.12,0.268,0.584,0.646,0.006,5.512,282220.29
-24,5,42478.29,53894.08,5397.52,6.56,6.61,5.58,6,6.51,6.16,6.04,5.37,4.97,5.51,7.45,7.6,6.46,3.96,3.81,3.14,4,4.28,16.51,1.69,39.06,2.34,0.71,0.86,0,0.11,3.04,120998.01
-24,1,38313.94,46679.16,1915.65,4.47,4.08,4.69,4.24,4.74,4.35,4.01,3.53,4.58,4.34,5.92,6.25,8.48,10.88,10.24,7.34,4.84,3.01,7.22,0.04,43.48,2.92,0.11,0.55,0,0,1.12,66646.83
-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-23,0,93055.44,123742.71,2140.59,5.58,7.95,8.5,6.48,5.43,4.81,4.8,6.18,7.01,6.96,9.37,7.8,6.63,5.27,3.38,2.07,1.11,0.69,31.15,2.28,19.07,12.36,0,0.58,0,0,1.09,257120.12
-23,28,67615.35,89989.29,13550.735,5.695,5.5275,5.3825,5.93,6.42,7.135,6.83,5.805,6.43,6.345,6.7925,6.6425,6.17,5.6225,4.1075,3.17,2.72,3.2675,18.7675,1.6625,30.055,8.065,1.035,0.96,0.0325,0.07,3.75,443366.56
-23,21,54146.598,71159.79,6349.732,6.268,6.434,6.366,5.994,8.326,6.336,6.708,5.67,5.912,6.174,7.402,7.114,5.836,4.974,3.43,2.548,2.14,2.382,17.414,0.93,30.03,7.946,0.424,0.734,0.124,0.046,3.972,169513.748
-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-22,50,67811.83667,90052.87167,6490.386667,6.388333333,5.785,5.096666667,5.595,8.52,8.346666667,7.308333333,6.046666667,6.213333333,5.596666667,6.4,6.573333333,5.868333333,4.698333333,3.71,2.853333333,2.24,2.765,19.81833333,1.541666667,24.695,9.515,0.175,2.968333333,0.28,0.245,3.506666667,284708.6717
-22,33,86314.17429,111798.1657,9336.048571,5.864285714,7.508571429,7.591428571,6.377142857,4.331428571,4.585714286,5.502857143,6.898571429,7.608571429,7.365714286,7.507142857,6.717142857,5.615714286,4.88,3.575714286,2.645714286,2.301428571,3.12,27.83714286,1.852857143,18.62142857,11.21571429,0.232857143,1.18,0.221428571,0.007142857,1.105714286,303526.8229
-22,1,43344.705,55092.97,6671.135,9.81,9,7.325,6.28,7.6,8.285,8.675,7.76,6.61,6.495,6.02,4.955,3.545,3.04,1.82,1.255,0.775,0.755,11.82,1.36,28.84,4.63,0.03,0.725,0.145,0.23,0.92,118860.205
-22,93,62723.68955,81826.19409,9138.061818,6.600454545,6.288181818,5.917272727,6.551363636,8.708181818,7.797272727,7.135454545,6.104545455,6.165454545,6.1,6.546363636,6.333181818,5.392727273,4.395454545,3.262272727,2.417727273,1.958181818,2.323636364,22.05727273,1.559545455,24.51954545,8.916363636,0.337727273,1.493636364,0.155909091,0.092272727,3.440454545,262985.3873
-22,16,45059.32,59346.31,17415.00667,5.466666667,4.58,4.303333333,4.29,6.933333333,9.88,9.136666667,6.423333333,6.136666667,5.873333333,6.983333333,7.023333333,6.123333333,5.16,3.996666667,3.133333333,2.49,2.08,19.84333333,1.66,27.95333333,7.896666667,0.836666667,1.9,0.01,0.173333333,1.92,195264.9333
-22,11,49980.19,65311.99333,10882.76667,7.123333333,6.193333333,5.8,5.346666667,7.266666667,9.216666667,8.493333333,6.88,6.383333333,6.013333333,6.333333333,6.466666667,5.283333333,4.48,3.286666667,2.063333333,1.583333333,1.796666667,19.40666667,1.603333333,24.14,7.953333333,0.25,0.593333333,0.083333333,0.016666667,1.203333333,140205.2133
-22,7,40850.93,60405.17,21537.39,6.23,5.68,5.28,4.94,6.12,8.41,8.74,6.8,7.27,6.73,7.49,7.07,5.21,4.31,3.04,2.26,2.19,2.23,21.73,1.02,20.61,7.55,2.16,5.41,0,0,2.54,182079.39
-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-21,22,52816.10143,70402.89429,7478.388571,6.395714286,5.904285714,5.368571429,5.36,7.538571429,8.214285714,7.857142857,6.197142857,6.301428571,6.265714286,6.477142857,6.281428571,5.821428571,4.79,3.884285714,2.754285714,2.108571429,2.482857143,19.54142857,1.388571429,26.32857143,7.68,0.415714286,1.558571429,0.395714286,0.011428571,2.088571429,197044.1157
-21,0,48352.04,65273.915,697.305,6.195,7.745,7.615,5.98,4.665,3.7,5.845,5.66,6.585,6.695,7.475,7,6.315,6.12,4.22,2.45,2.45,3.27,16.86,0.91,31.61,5.74,0,0,0,0,0.66,138042.125
-21,21,63244.32429,80630.38143,5679.967143,5.861428571,6.258571429,6.58,6.135714286,5.7,5.734285714,6.224285714,5.714285714,6.214285714,6.297142857,7.522857143,7.99,6.732857143,5.511428571,4.651428571,2.617142857,2.078571429,2.171428571,19.47571429,1.285714286,29.23428571,7.66,0.441428571,0.898571429,0.184285714,0.025714286,1.382857143,216001.4957
-21,2,38236.83,48551.87,9318.7,5.41,5.61,5.6,6.23,6.01,6.81,6.87,6.06,6.37,6.63,7.87,7.53,6.24,5.18,3.76,3,2.19,2.63,9.41,0.28,38.51,3.27,0.1,2.63,0.28,0.02,0.93,95502.9
-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-20,8,40455.31,50260.785,5624.74,7.035,7.02,6.065,5.89,5.86,6.84,7.185,5.81,5.795,5.845,6.94,7.16,5.905,4.945,3.295,2.75,2.395,3.255,11.305,0.24,38.815,2.8,0.27,4.16,0,0.38,3.02,114665.94
-20,0,45774.83,57608.8,2010.9,4.46,5.22,6.13,6.29,5.64,4.58,4.31,5.03,6.85,7.81,8.07,7.57,6.54,6.16,5.27,4.57,2.81,2.7,15.2,0.83,36.57,4.07,0,0,0,0,1.41,129900.28
-20,70,38229.1375,50821.23125,34850.81,6.46375,5.735,5.39875,7.745,14.20625,8.23125,6.74625,5.45,5.09875,4.8475,5.51875,5.475,5.01625,4.10125,3.375,2.6425,1.9725,1.97375,15.3675,0.94375,29.365,5.95875,0.7575,5.29875,7.49375,0.275,5.5875,202091.3838
-19,112,62323.47636,82321.07636,30956.26273,6.881818182,6.457272727,6.185454545,6.621818182,8.358181818,8.53,7.972727273,6.599090909,6.405454545,6.060909091,6.310909091,5.974545455,4.986363636,4.009090909,2.800909091,2.135454545,1.624545455,2.089090909,21.25272727,1.829090909,24.17363636,8.756363636,0.491818182,2.702727273,4.955454545,0.688181818,3.955454545,345693.4709
-19,24,50446.93167,65539.685,11323.40167,7.58,6.908333333,6.495,6.028333333,6.878333333,7.026666667,7.156666667,6.211666667,6.523333333,6.088333333,6.231666667,6.243333333,5,4.216666667,3.613333333,3.061666667,2.235,2.505,19.415,1.24,30.10833333,6.516666667,0.413333333,1.07,0.17,0.005,1.921666667,299530.2467
-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-18,1,43846.1,52618.55,309.36,3.38,4.71,4.73,6.04,6.48,2.17,3.91,4.3,5.2,5.8,7.58,9.78,10.42,8.32,7.53,4.73,2.75,2.17,12.25,0.42,32.39,3.99,0,0.07,0,0,10.17,150199.04
-18,11,57443.0525,74323.905,4977.7525,4.13,5.405,5.8,12.5325,11.71,5.53,4.535,4.535,5.66,5.785,6.615,6.1925,5.4325,4.68,3.97,3.12,2.3175,2.0475,18.075,2.2225,28.26,8.955,0.4725,0.5775,0.015,0,2.895,210912.41
-18,15,63274.51,81245.635,28689.44,6.72,6.42,6.02,6.505,6.11,6.82,7.41,7.09,7.59,7.355,7.41,6.53,5.195,4.225,2.93,2.105,1.715,1.845,22.01,0.86,26.88,6.175,0.36,3.045,0.035,0.425,2.91,405751.69
-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-17,11,52938.835,70210.255,3680.4325,6.9825,7.29,6.6725,5.975,4.945,5.9575,6.58,5.7625,5.655,5.84,6.71,7.1,6.3625,6.4075,3.975,3.1675,2.4125,2.21,18.4875,1.025,29.6925,7.2525,0.235,0.815,0.085,0,1.07,162888.7775
-17,32,44057.60375,58498.20125,28805.855,7.4525,7.43625,7.31125,7.10625,6.9825,7.3725,7.11,6.25875,6.7475,6.38625,6.7225,6.17125,4.94375,4.0125,2.755,2.12125,1.59,1.5125,13.45875,0.65375,28.85125,4.79125,0.5,6.1525,6.3025,0.0525,3.9825,180744.5063
-17,28,52178.815,65165.27833,10558.98333,7.201666667,6.976666667,6.418333333,6.598333333,10.37,7.201666667,6.488333333,5.871666667,6.165,5.99,6.278333333,5.816666667,4.555,3.935,3.25,2.516666667,2.01,2.358333333,17.70833333,1.261666667,25.40166667,7.018333333,0.95,2.08,0.071666667,0.031666667,6.2,197182.325
-17,56,44157.11571,58451.64714,19930.54429,7.028571429,6.52,6.307142857,6.841428571,8.194285714,7.744285714,7.318571429,5.904285714,6.091428571,6.078571429,6.478571429,6.057142857,4.928571429,4.104285714,3.177142857,2.44,2.111428571,2.672857143,13.88142857,0.588571429,29.20285714,3.877142857,0.342857143,4.405714286,0.012857143,0.04,2.294285714,192388.1957
-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-16,3,55777.07,65847.37,2625.85,6.91,6.48,4.67,4.56,5.54,7.05,6.56,5.34,5.47,5.43,7.66,7.42,6.75,6.69,4.7,2.99,2.98,2.82,18.34,0.75,29.03,6.29,1.78,0.64,0,0,5.05,202263.57
-16,16,72693.1425,92033.63,9393.335,6.8325,8.02,8.94,7.9325,5.885,5.3475,5.745,6.125,7.54,8.2725,7.63,6.0225,4.68,3.46,2.5325,1.885,1.4975,1.645,23.1475,1.7275,25.1075,10.4275,0.8775,0.88,0,0.04,2.105,199488.665
-15,4,56761.06,68650.46,12790.35,11.4,9.61,8.16,7.09,10.46,8.62,8.91,7.29,4.85,4.24,3.9,3.87,3.05,2.66,1.89,1.66,1.33,1.01,23.43,1.41,18.22,7.25,0.46,2.78,0,0,1.61,211317.61
-15,2,50307.27,60664.29,7326.41,7.45,7.95,8.32,7.88,6.18,6.32,6.94,6.18,6.18,5.28,5.85,5.73,4.71,4.45,3.63,2.72,2.13,2.09,13.06,0.29,35.67,3.4,0,0,0,0,0.55,110119.39
-15,30,64336.92714,81435.82714,9667.42,6.275714286,6.45,6.521428571,6.181428571,5.891428571,5.95,6.93,6.841428571,7.294285714,7.007142857,7.428571429,7.031428571,5.872857143,4.86,3.267142857,2.357142857,1.831428571,2.004285714,19.64714286,1.637142857,24.89571429,9.098571429,0.315714286,2.968571429,0.517142857,0.042857143,1.982857143,214652.5557
-15,59,62144.434,86572.426,25174.05,6.002,6.124,5.876,5.65,6.374,8.532,8.008,6.636,6.874,6.364,6.698,6.552,5.482,4.444,3.146,2.684,2.142,2.406,23.01,0.924,20.508,9.392,0.848,6.372,1.552,0.22,9.096,350385.698
-15,16,48251.36,65962.8375,14998.985,5.96,5.9575,5.615,8.5475,10.3075,7.9125,7.7025,6.4275,6.2125,5.9475,6.6625,6.03,5.0875,3.9275,2.87,1.945,1.3125,1.5825,17.88,1.2425,31.085,7.515,1.2975,4.5375,1.11,0.1025,5.0725,192224.3275
-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-14,6,42701.67,56839.85667,5050.04,6.506666667,7.286666667,6.766666667,5.536666667,6.16,7.126666667,7.016666667,5.926666667,5.563333333,5.626666667,6.603333333,6.646666667,6.363333333,4.253333333,3.553333333,3.02,2.58,3.46,12.37666667,0.793333333,35.00666667,4.513333333,0.333333333,0.54,0,0.176666667,1.386666667,119580.8667
-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-13,57,58090.137,78021.686,7992.385,5.634,5.71,6.029,5.903,6.299,7.034,6.221,5.855,6.279,6.683,7.432,7.355,6.355,5.232,3.827,3.027,2.414,2.716,19.086,1.045,29.057,7.632,0.696,1.608,0.242,0.159,2.042,230258.273
-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-12,5,34416.87,43782.21,3494.91,4.98,5.18,4.74,4.39,4.7,5.17,4.94,5.08,4.72,5.34,5.02,6.12,6.34,9.41,9.73,6.78,3.63,3.72,11.49,0.85,37.22,3.64,0.03,0.18,0,0,1.23,93473.78
-12,0,39285.45,55705.29,47.91,6.48,4.89,5.56,5.62,5.91,5.09,4.65,4.68,6.41,7.53,8.78,7.74,9.09,5.49,5.08,4.02,1.73,1.26,7.31,0.72,43.28,2.89,0,0.6,0,0,4.46,101518.05
