fecha|id_pos|unidades_despachadas|cantidad_envios
2012-08-24|6932|96|1
2012-08-24|6942|60|1
2012-08-24|6964|96|1
2012-08-24|7026|72|1
2012-08-24|7101|120|1
2012-08-24|7140|120|1
2012-08-24|7151|72|1
2012-08-24|7162|108|1
2012-08-24|7183|72|1
2012-08-24|7235|60|1
2012-08-24|7261|60|1
2012-08-24|7270|84|1
2012-08-24|7328|108|1
2012-08-24|7383|72|1
2012-08-24|7384|84|1
2012-08-24|7412|108|1
2012-08-24|7414|96|1
2012-08-24|7420|72|1
2012-08-24|7426|60|1
2012-08-24|7511|84|1
2012-08-24|7534|48|1
2012-08-24|7541|84|1
2012-08-24|7544|96|1
2012-08-24|7570|168|1
2012-08-24|7666|72|1
2012-08-24|7688|84|1
2012-08-24|7921|72|1
2012-08-24|8023|72|1
2012-08-24|8102|60|1
2012-08-24|8173|60|1
2012-10-05|16842|12|1
2012-10-05|8243|12|1
2012-10-05|8249|12|1
2012-10-05|8252|24|1
2012-10-05|8253|12|1
2012-10-05|8258|12|1
2012-10-05|8285|12|1
2012-10-05|8293|12|1
2012-10-05|8294|24|1
2012-10-05|8296|12|1
2012-10-05|8297|12|1
2012-10-05|8299|12|1
2012-10-05|8311|12|1
2012-10-05|8316|12|1
2012-10-05|8326|12|1
2012-10-05|8327|12|1
2012-10-05|8342|24|1
2012-10-05|8344|12|1
2012-10-05|8345|12|1
2012-10-05|8441|84|1
2012-10-05|8442|12|1
2012-10-05|8467|48|1
2012-10-05|8481|24|1
2012-10-05|8482|24|1
2012-10-05|8491|24|1
2012-10-05|8494|36|1
2012-10-05|8495|24|1
2012-10-05|8503|12|1
2012-10-05|8508|12|1
2012-10-05|8513|24|1
2012-10-05|8522|48|1
2012-10-05|8523|36|1
2012-10-05|8525|24|1
2012-10-05|8537|24|1
2012-10-05|8547|24|1
2012-10-05|8551|24|1
2012-10-05|8564|36|1
2012-10-05|8571|36|1
2012-10-05|8572|24|1
2012-10-05|8577|12|1
2012-10-05|8578|12|1
2012-10-05|8581|24|1
2012-10-05|8586|12|1
2012-10-05|8587|12|1
2012-10-05|8593|12|1
2012-10-05|8594|12|1
2012-10-05|8595|36|1
2012-10-05|8596|12|1
2012-10-05|8599|24|1
2012-10-05|8600|12|1
2012-10-05|8601|12|1
2012-10-05|8605|12|1
2012-10-05|8606|24|1
2012-10-05|8607|24|1
2012-10-05|8608|36|1
2012-10-05|8669|12|1
2012-10-05|8670|12|1
2012-10-05|8671|12|1
2012-10-05|8673|12|1
2012-10-05|8674|12|1
2012-10-05|8743|12|1
2012-10-05|8744|12|1
2012-10-05|8843|24|1
2012-10-05|8846|12|1
2012-10-05|8854|36|1
2012-10-05|33183|12|1
2012-10-05|8857|24|1
2012-10-05|8858|24|1
2012-10-05|8860|12|1
2012-10-05|8862|12|1
2012-10-05|8863|12|1
2012-10-05|8875|12|1
2012-10-05|8876|12|1
2012-10-05|8878|12|1
2012-10-05|8880|36|1
2012-10-05|8885|36|1
2012-10-05|8886|36|1
2012-10-05|8887|12|1
2012-10-05|8889|12|1
2012-10-05|8894|12|1
2012-10-05|8896|12|1
2012-10-05|8897|36|1
2012-10-05|8900|12|1
2012-10-05|8902|12|1
2012-10-05|8903|12|1
2012-10-05|8907|12|1
2012-10-05|8912|12|1
2012-10-05|8915|12|1
2012-10-05|8922|12|1
2012-10-05|8923|24|1
2012-10-05|8924|24|1
2012-10-05|8946|12|1
2012-10-05|8947|12|1
2012-10-05|8960|36|1
2012-10-05|8968|24|1
2012-10-05|8977|24|1
2012-10-05|8981|48|1
2012-10-05|9004|36|1
2012-10-05|9012|12|1
2012-10-05|9013|12|1
2012-10-05|9014|12|1
2012-10-05|9015|24|1
2012-10-05|9019|12|1
2012-10-05|9025|24|1
2012-10-05|9027|12|1
2012-10-05|9028|36|1
2012-10-05|9033|12|1
2012-10-05|9034|12|1
2012-10-12|16819|12|1
2012-10-19|4187|84|1
2012-10-19|4188|36|1
2012-10-19|4189|24|1
2012-10-19|4192|60|1
2012-10-19|4193|36|1
2012-10-19|4195|108|1
2012-10-19|4196|60|1
2012-10-19|4198|24|1
2012-10-19|4199|24|1
2012-10-19|4200|48|1
2012-10-19|4201|132|1
2012-10-19|4203|24|1
2012-10-19|4204|24|1
2012-10-19|4206|36|1
2012-10-19|4207|12|1
2012-10-19|4208|48|1
2012-10-19|4209|36|1
2012-10-19|4210|48|1
2012-10-19|4214|48|1
2012-10-19|4215|60|1
2012-10-19|4217|96|1
2012-10-19|4218|12|1
2012-10-19|4219|24|1
2012-10-19|4220|108|1
2012-10-19|4221|48|1
2012-10-19|4222|96|1
2012-10-19|4224|24|1
2012-10-19|4226|36|1
2012-10-19|4227|96|1
2012-10-19|4228|72|1
2012-10-19|4229|72|1
2012-10-19|4232|24|1
2012-10-19|4233|36|1
2012-10-19|4234|120|1
2012-10-19|4236|24|1
2012-10-19|4237|96|1
2012-10-19|4239|36|1
2012-10-19|4240|72|1
2012-10-19|4241|24|1
2012-10-19|4243|48|1
2012-10-19|4244|48|1
2012-10-19|4245|24|1
2012-10-19|4246|72|1
2012-10-19|4247|24|1
2012-10-19|4248|48|1
2012-10-19|4249|48|1
2012-10-19|4250|48|1
2012-10-19|4251|84|1
2012-10-19|4252|36|1
2012-10-19|4253|12|1
2012-10-19|4254|60|1
2012-10-19|4255|48|1
2012-10-19|4256|48|1
2012-10-19|4257|48|1
2012-10-19|4258|48|1
2012-10-19|4260|24|1
2012-10-19|4261|60|1
2012-10-19|4263|84|1
2012-10-19|4265|60|1
2012-10-19|4268|36|1
2012-10-19|4269|60|1
2012-10-19|4271|36|1
2012-10-19|4272|132|1
2012-10-19|4273|60|1
2012-10-19|4274|36|1
2012-10-19|4275|36|1
2012-10-19|4276|24|1
2012-10-19|4277|60|1
2012-10-19|4278|60|1
2012-10-19|4279|48|1
2012-10-19|4280|24|1
2012-10-19|4282|36|1
2012-10-19|4283|48|1
2012-10-19|4285|12|1
2012-10-19|4287|36|1
2012-10-19|4288|12|1
2012-10-19|4289|24|1
2012-10-19|4290|36|1
2012-10-19|4291|48|1
2012-10-19|4292|36|1
2012-10-19|4293|24|1
2012-10-19|12560|12|1
2012-10-19|12561|12|1
2012-10-19|12563|12|1
2012-10-19|12564|24|1
2012-10-19|12568|12|1
2012-10-19|12569|12|1
2012-10-19|12571|12|1
2012-10-19|12576|12|1
2012-10-19|12577|12|1
2012-10-19|12578|12|1
2012-10-19|12579|12|1
2012-10-19|12582|12|1
2012-10-19|12583|12|1
2012-10-19|12584|12|1
2012-10-19|12585|12|1
2012-10-19|12586|12|1
2012-10-19|12588|12|1
2012-10-19|12590|12|1
2012-10-19|12591|12|1
2012-10-19|12593|12|1
2012-10-19|12594|24|1
2012-10-19|12595|12|1
2012-10-19|12597|12|1
2012-10-19|12601|12|1
2012-10-19|12602|12|1
2012-10-19|12603|12|1
2012-10-19|12604|12|1
2012-10-19|12606|12|1
2012-10-19|12607|12|1
2012-10-19|12948|12|1
2012-10-19|12947|12|1
2012-10-19|12946|12|1
2012-10-19|12943|12|1
2012-10-19|12942|12|1
2012-10-19|12941|12|1
2012-10-19|12938|12|1
2012-10-19|12936|12|1
2012-10-19|12935|12|1
2012-10-19|12933|12|1
2012-10-19|12930|12|1
2012-10-19|12929|24|1
2012-10-19|12927|12|1
2012-10-19|12926|12|1
2012-10-19|12925|12|1
2012-10-19|12924|12|1
2012-10-19|12921|12|1
2012-10-19|12920|12|1
2012-10-19|12918|12|1
2012-10-19|12914|24|1
2012-10-19|12910|12|1
2012-10-19|12909|24|1
2012-10-19|12907|12|1
2012-10-19|12904|12|1
2012-10-19|12903|12|1
2012-10-19|12899|12|1
2012-10-19|12898|12|1
2012-10-19|12897|12|1
2012-10-19|12894|12|1
2012-10-19|12889|12|1
2012-10-19|12888|12|1
2012-10-19|12883|12|1
2012-10-19|12882|12|1
2012-10-19|12881|12|1
2012-10-19|12880|12|1
2012-10-19|12877|12|1
2012-10-19|12876|12|1
2012-10-19|12875|12|1
2012-10-19|12874|12|1
2012-10-19|12873|12|1
2012-10-19|12870|12|1
2012-10-19|12869|12|1
2012-10-19|12867|12|1
2012-10-19|12866|12|1
2012-10-19|12865|12|1
2012-10-19|12864|12|1
2012-10-19|12862|12|1
2012-10-19|12859|12|1
2012-10-19|12857|12|1
2012-10-19|12853|12|1
2012-10-19|12850|12|1
2012-10-19|12847|12|1
2012-10-19|12846|24|1
2012-10-19|12845|12|1
2012-10-19|12844|12|1
2012-10-19|12842|12|1
2012-10-19|12840|12|1
2012-10-19|12837|12|1
2012-10-19|12835|12|1
2012-10-19|12828|24|1
2012-10-19|12824|12|1
2012-10-19|12821|12|1
2012-10-19|12817|12|1
2012-10-19|12815|12|1
2012-10-19|12812|12|1
2012-10-19|12811|12|1
2012-10-19|12808|12|1
2012-10-19|12801|12|1
2012-10-19|12800|12|1
2012-10-19|12799|12|1
2012-10-19|12798|12|1
2012-10-19|12793|12|1
2012-10-19|12792|12|1
2012-10-19|12787|12|1
2012-10-19|12784|12|1
2012-10-19|12783|12|1
2012-10-19|12780|12|1
2012-10-19|12776|12|1
2012-10-19|12775|12|1
2012-10-19|12773|12|1
2012-10-19|12771|12|1
2012-10-19|12770|12|1
2012-10-19|12769|12|1
2012-10-19|12768|12|1
2012-10-19|12766|12|1
2012-10-19|12765|12|1
2012-10-19|12763|12|1
2012-10-19|12761|12|1
2012-10-19|12760|12|1
2012-10-19|12757|12|1
2012-10-19|12754|12|1
2012-10-19|12753|12|1
2012-10-19|12748|12|1
2012-10-19|12745|12|1
2012-10-19|12744|12|1
2012-10-19|12742|12|1
2012-10-19|12741|12|1
2012-10-19|12740|12|1
2012-10-19|12739|12|1
2012-10-19|12734|12|1
2012-10-19|12733|12|1
2012-10-19|12729|12|1
2012-10-19|12727|12|1
2012-10-19|12725|12|1
2012-10-19|12721|12|1
2012-10-19|12718|12|1
2012-10-19|12716|12|1
2012-10-19|12713|12|1
2012-10-19|12707|12|1
2012-10-19|12706|12|1
2012-10-19|12702|12|1
2012-10-19|12700|12|1
2012-10-19|12697|24|1
2012-10-19|12696|12|1
2012-10-19|12695|12|1
2012-10-19|12693|12|1
2012-10-19|12692|12|1
2012-10-19|12691|12|1
2012-10-19|12687|12|1
2012-10-19|12684|12|1
2012-10-19|12682|12|1
2012-10-19|12675|12|1
2012-10-19|12673|24|1
2012-10-19|12672|12|1
2012-10-19|12669|24|1
2012-10-19|12668|12|1
2012-10-19|12667|12|1
2012-10-19|12666|12|1
2012-10-19|12660|12|1
2012-10-19|12659|12|1
2012-10-19|12657|12|1
2012-10-19|12654|12|1
2012-10-19|12651|24|1
2012-10-19|12647|12|1
2012-10-19|12646|12|1
2012-10-19|12645|12|1
2012-10-19|12644|12|1
2012-10-19|12643|12|1
2012-10-19|12642|12|1
2012-10-19|12641|12|1
2012-10-19|12639|12|1
2012-10-19|12637|12|1
2012-10-19|12636|12|1
2012-10-19|12632|12|1
2012-10-19|12631|12|1
2012-10-19|12629|12|1
2012-10-19|12624|24|1
2012-10-19|12622|12|1
2012-10-19|12620|12|1
2012-10-19|12618|12|1
2012-10-19|12615|12|1
2012-10-19|12612|12|1
2012-10-19|12611|12|1
2012-10-19|12608|12|1
2012-10-19|13516|12|1
2012-10-19|13515|12|1
2012-10-19|13513|12|1
2012-10-19|13512|12|1
2012-10-19|13511|12|1
2012-10-19|13510|12|1
2012-10-19|13508|12|1
2012-10-19|13501|12|1
2012-10-19|13500|12|1
2012-10-19|13499|12|1
2012-10-19|13498|12|1
2012-10-19|13495|12|1
2012-10-19|13486|12|1
2012-10-19|13484|12|1
2012-10-19|13483|12|1
2012-10-19|13481|12|1
2012-10-19|13479|24|1
2012-10-19|13478|12|1
2012-10-19|13477|12|1
2012-10-19|13475|12|1
2012-10-19|13473|12|1
2012-10-19|13472|12|1
2012-10-19|13471|12|1
2012-10-19|13469|12|1
2012-10-19|13467|12|1
2012-10-19|13466|12|1
2012-10-19|13465|12|1
2012-10-19|13462|12|1
2012-10-19|13460|12|1
2012-10-19|13456|24|1
2012-10-19|13447|12|1
2012-10-19|13445|12|1
2012-10-19|13442|12|1
2012-10-19|13441|12|1
2012-10-19|13440|12|1
2012-10-19|13439|12|1
2012-10-19|13437|12|1
2012-10-19|13435|12|1
2012-10-19|13434|12|1
2012-10-19|13433|12|1
2012-10-19|13432|12|1
2012-10-19|13431|12|1
2012-10-19|13430|12|1
2012-10-19|13429|12|1
2012-10-19|13425|12|1
2012-10-19|13424|12|1
2012-10-19|13423|12|1
2012-10-19|13422|12|1
2012-10-19|13421|12|1
2012-10-19|13418|12|1
2012-10-19|13417|12|1
2012-10-19|13414|12|1
2012-10-19|13413|12|1
2012-10-19|13412|12|1
2012-10-19|13411|12|1
2012-10-19|13409|12|1
2012-10-19|13407|12|1
2012-10-19|13405|12|1
2012-10-19|13399|12|1
2012-10-19|13398|12|1
2012-10-19|13397|12|1
2012-10-19|13395|12|1
2012-10-19|13393|12|1
2012-10-19|13388|12|1
2012-10-19|13387|12|1
2012-10-19|13385|12|1
2012-10-19|13383|12|1
2012-10-19|13378|12|1
2012-10-19|13377|12|1
2012-10-19|13375|12|1
2012-10-19|13373|12|1
2012-10-19|13372|12|1
2012-10-19|13371|12|1
2012-10-19|13370|12|1
2012-10-19|13369|12|1
2012-10-19|13366|12|1
2012-10-19|13365|12|1
2012-10-19|13362|12|1
2012-10-19|13359|12|1
2012-10-19|13355|12|1
2012-10-19|13348|12|1
2012-10-19|13346|12|1
2012-10-19|13344|12|1
2012-10-19|13342|12|1
2012-10-19|13341|12|1
2012-10-19|13337|12|1
2012-10-19|13335|12|1
2012-10-19|13331|12|1
2012-10-19|13328|24|1
2012-10-19|13325|24|1
2012-10-19|13322|12|1
2012-10-19|13321|12|1
2012-10-19|13318|12|1
2012-10-19|13316|12|1
2012-10-19|13308|12|1
2012-10-19|13305|12|1
2012-10-19|13299|12|1
2012-10-19|13290|12|1
2012-10-19|13289|12|1
2012-10-19|13288|12|1
2012-10-19|13287|12|1
2012-10-19|13285|12|1
2012-10-19|13284|12|1
2012-10-19|13283|12|1
2012-10-19|13279|12|1
2012-10-19|13278|12|1
2012-10-19|13276|12|1
2012-10-19|13273|12|1
2012-10-19|13270|12|1
2012-10-19|13269|12|1
2012-10-19|13267|12|1
2012-10-19|13266|12|1
2012-10-19|13263|12|1
2012-10-19|13260|12|1
2012-10-19|37586|12|1
2012-10-19|13257|12|1
2012-10-19|13254|12|1
2012-10-19|13253|12|1
2012-10-19|13251|12|1
2012-10-19|13250|12|1
2012-10-19|13247|12|1
2012-10-19|13246|12|1
2012-10-19|13244|12|1
2012-10-19|13243|12|1
2012-10-19|13238|12|1
2012-10-19|13232|12|1
2012-10-19|13231|12|1
2012-10-19|13230|12|1
2012-10-19|13225|12|1
2012-10-19|13223|12|1
2012-10-19|13220|12|1
2012-10-19|13217|12|1
2012-10-19|13214|12|1
2012-10-19|13213|12|1
2012-10-19|13212|12|1
2012-10-19|13211|12|1
2012-10-19|13209|12|1
2012-10-19|13208|12|1
2012-10-19|13207|12|1
2012-10-19|13205|12|1
2012-10-19|13204|24|1
2012-10-19|13203|12|1
2012-10-19|13190|12|1
2012-10-19|13189|12|1
2012-10-19|13181|12|1
2012-10-19|13180|12|1
2012-10-19|13178|12|1
2012-10-19|13177|12|1
2012-10-19|13175|12|1
2012-10-19|13174|12|1
2012-10-19|13171|12|1
2012-10-19|13170|12|1
2012-10-19|13167|12|1
2012-10-19|13166|12|1
2012-10-19|13161|12|1
2012-10-19|13158|12|1
2012-10-19|13156|12|1
2012-10-19|13155|12|1
2012-10-19|13154|12|1
2012-10-19|13152|12|1
2012-10-19|13151|12|1
2012-10-19|13149|12|1
2012-10-19|13148|12|1
2012-10-19|13147|12|1
2012-10-19|13144|12|1
2012-10-19|13143|12|1
2012-10-19|13142|12|1
2012-10-19|13123|12|1
2012-10-19|13122|12|1
2012-10-19|13119|12|1
2012-10-19|13117|12|1
2012-10-19|13112|12|1
2012-10-19|13108|12|1
2012-10-19|13103|24|1
2012-10-19|13100|12|1
2012-10-19|13099|12|1
2012-10-19|13095|12|1
2012-10-19|13094|12|1
2012-10-19|13093|12|1
2012-10-19|13092|12|1
2012-10-19|13087|12|1
2012-10-19|13086|12|1
2012-10-19|13085|12|1
2012-10-19|13084|12|1
2012-10-19|13078|24|1
2012-10-19|13075|12|1
2012-10-19|13073|12|1
2012-10-19|13072|12|1
2012-10-19|13067|12|1
2012-10-19|13062|12|1
2012-10-19|13055|12|1
2012-10-19|13051|12|1
2012-10-19|13048|24|1
2012-10-19|13041|12|1
2012-10-19|13038|12|1
2012-10-19|13037|12|1
2012-10-19|13033|12|1
2012-10-19|13032|12|1
2012-10-19|13030|12|1
2012-10-19|13029|12|1
2012-10-19|13027|12|1
2012-10-19|13026|12|1
2012-10-19|13025|12|1
2012-10-19|13022|24|1
2012-10-19|13021|12|1
2012-10-19|13020|12|1
2012-10-19|13017|12|1
2012-10-19|13016|12|1
2012-10-19|13015|12|1
2012-10-19|13014|12|1
2012-10-19|13011|12|1
2012-10-19|13009|12|1
2012-10-19|13008|12|1
2012-10-19|13007|12|1
2012-10-19|13006|12|1
2012-10-19|13003|12|1
2012-10-19|13001|36|1
2012-10-19|13000|12|1
2012-10-19|12999|24|1
2012-10-19|12998|12|1
2012-10-19|12997|12|1
2012-10-19|12996|12|1
2012-10-19|12995|12|1
2012-10-19|12994|12|1
2012-10-19|12989|12|1
2012-10-19|12983|12|1
2012-10-19|12979|12|1
2012-10-19|12976|12|1
2012-10-19|12975|12|1
2012-10-19|12974|12|1
2012-10-19|12972|12|1
2012-10-19|12970|24|1
2012-10-19|12967|12|1
2012-10-19|12966|12|1
2012-10-19|12965|12|1
2012-10-19|12963|12|1
2012-10-19|12962|12|1
2012-10-19|12961|24|1
2012-10-19|12960|12|1
2012-10-19|12957|12|1
2012-10-19|12956|12|1
2012-10-19|12954|12|1
2012-10-19|12953|12|1
2012-10-19|12952|12|1
2012-10-19|12951|12|1
2012-10-19|12950|12|1
2012-10-19|13517|12|1
2012-10-19|13519|12|1
2012-10-19|13522|12|1
2012-10-19|13526|12|1
2012-10-19|13529|12|1
2012-10-19|13530|12|1
2012-10-19|13533|12|1
2012-10-19|13534|12|1
2012-10-19|13537|12|1
2012-10-19|13540|12|1
2012-10-19|13541|12|1
2012-10-19|13878|12|1
2012-10-19|13880|12|1
2012-10-19|13882|12|1
2012-10-19|13883|12|1
2012-10-19|13546|24|1
2012-10-19|13549|12|1
2012-10-19|13551|12|1
2012-10-19|13553|12|1
2012-10-19|13555|12|1
2012-10-19|13556|12|1
2012-10-19|13557|12|1
2012-10-19|13559|12|1
2012-10-19|13561|12|1
2012-10-19|13563|12|1
2012-10-19|13564|12|1
2012-10-19|13566|12|1
2012-10-19|13567|12|1
2012-10-19|13569|12|1
2012-10-19|13570|12|1
2012-10-19|13572|12|1
2012-10-19|13574|12|1
2012-10-19|13575|12|1
2012-10-19|13581|12|1
2012-10-19|13583|12|1
2012-10-19|13585|12|1
2012-10-19|13586|12|1
2012-10-19|13589|12|1
2012-10-19|13592|12|1
2012-10-19|13593|12|1
2012-10-19|13596|12|1
2012-10-19|13599|12|1
2012-10-19|13600|12|1
2012-10-19|13601|12|1
2012-10-19|13602|12|1
2012-10-19|13603|12|1
2012-10-19|13613|12|1
2012-10-19|13614|24|1
2012-10-19|13619|12|1
2012-10-19|13622|12|1
2012-10-19|13625|12|1
2012-10-19|13627|12|1
2012-10-19|13630|12|1
2012-10-19|13632|12|1
2012-10-19|13635|12|1
2012-10-19|13636|12|1
2012-10-19|13638|12|1
2012-10-19|13639|12|1
2012-10-19|13641|12|1
2012-10-19|13642|12|1
2012-10-19|13643|12|1
2012-10-19|13648|12|1
2012-10-19|13653|12|1
2012-10-19|13658|24|1
2012-10-19|13659|12|1
2012-10-19|13661|24|1
2012-10-19|13662|12|1
2012-10-19|13663|12|1
2012-10-19|13665|12|1
2012-10-19|13666|12|1
2012-10-19|13668|12|1
2012-10-19|37997|12|1
2012-10-19|13671|12|1
2012-10-19|13672|12|1
2012-10-19|13673|12|1
2012-10-19|13675|12|1
2012-10-19|13676|12|1
2012-10-19|13681|12|1
2012-10-19|13684|12|1
2012-10-19|13688|24|1
2012-10-19|13693|12|1
2012-10-19|13698|12|1
2012-10-19|13699|12|1
2012-10-19|13701|12|1
2012-10-19|13704|12|1
2012-10-19|13707|12|1
2012-10-19|13708|12|1
2012-10-19|13709|12|1
2012-10-19|13712|12|1
2012-10-19|13717|12|1
2012-10-19|13718|12|1
2012-10-19|13721|12|1
2012-10-19|13722|12|1
2012-10-19|13728|12|1
2012-10-19|13729|12|1
2012-10-19|13731|12|1
2012-10-19|13737|12|1
2012-10-19|13738|12|1
2012-10-19|13739|12|1
2012-10-19|13740|12|1
2012-10-19|13741|12|1
2012-10-19|13742|12|1
2012-10-19|13743|12|1
2012-10-19|13745|12|1
2012-10-19|13744|12|1
2012-10-19|13747|12|1
2012-10-19|13750|12|1
2012-10-19|13751|12|1
2012-10-19|13752|12|1
2012-10-19|13754|12|1
2012-10-19|13755|12|1
2012-10-19|13758|12|1
2012-10-19|13762|12|1
2012-10-19|13764|12|1
2012-10-19|13765|12|1
2012-10-19|13767|12|1
2012-10-19|13768|12|1
2012-10-19|13772|12|1
2012-10-19|13780|12|1
2012-10-19|13781|12|1
2012-10-19|13783|12|1
2012-10-19|13784|12|1
2012-10-19|13785|12|1
2012-10-19|13786|12|1
2012-10-19|13791|12|1
2012-10-19|13792|12|1
2012-10-19|13794|12|1
2012-10-19|13796|12|1
2012-10-19|13798|12|1
2012-10-19|13799|12|1
2012-10-19|13801|12|1
2012-10-19|13802|12|1
2012-10-19|13804|12|1
2012-10-19|13807|12|1
2012-10-19|13808|12|1
2012-10-19|13812|12|1
2012-10-19|13817|12|1
2012-10-19|13819|12|1
2012-10-19|13824|12|1
2012-10-19|13828|12|1
2012-10-19|13835|12|1
2012-10-19|13836|12|1
2012-10-19|13838|12|1
2012-10-19|13844|12|1
2012-10-19|13845|12|1
2012-10-19|13848|12|1
2012-10-19|13855|12|1
2012-10-19|13857|12|1
2012-10-19|13858|12|1
2012-10-19|13863|12|1
2012-10-19|13864|12|1
2012-10-19|13865|12|1
2012-10-19|13866|12|1
2012-10-19|13870|12|1
2012-10-19|13871|12|1
2012-10-19|13872|12|1
2012-10-19|13873|12|1
2012-10-19|13877|12|1
2012-10-19|13895|12|1
2012-10-19|13897|12|1
2012-10-19|13899|12|1
2012-10-19|13888|12|1
2012-10-19|13889|12|1
2012-10-19|13890|12|1
2012-10-19|13918|12|1
2012-10-19|13919|12|1
2012-10-19|13923|12|1
2012-10-19|13924|12|1
2012-10-19|13926|12|1
2012-10-19|13927|12|1
2012-10-19|13931|12|1
2012-10-19|13932|12|1
2012-10-19|13937|12|1
2012-10-19|13938|12|1
2012-10-19|13939|12|1
2012-10-19|13946|12|1
2012-10-19|13948|12|1
2012-10-19|13949|12|1
2012-10-19|13950|12|1
2012-10-19|13951|12|1
2012-10-19|13953|12|1
2012-10-19|13954|12|1
2012-10-19|38282|12|1
2012-10-19|13956|24|1
2012-10-19|13957|12|1
2012-10-19|13960|12|1
2012-10-19|13961|12|1
2012-10-19|13963|12|1
2012-10-19|13965|12|1
2012-10-19|13966|12|1
2012-10-19|13968|12|1
2012-10-19|13969|12|1
2012-10-19|13971|12|1
2012-10-19|13973|12|1
2012-10-19|13979|12|1
2012-10-19|13980|12|1
2012-10-19|13981|12|1
2012-10-19|13982|12|1
2012-10-19|13985|12|1
2012-10-19|13986|12|1
2012-10-19|13987|12|1
2012-10-19|13989|12|1
2012-10-19|14001|12|1
2012-10-19|14002|12|1
2012-10-19|14003|12|1
2012-10-19|38334|12|1
2012-10-19|14010|12|1
2012-10-19|14011|12|1
2012-10-19|14013|12|1
2012-10-19|14014|12|1
2012-10-19|14023|12|1
2012-10-19|14028|12|1
2012-10-19|14032|12|1
2012-10-19|14036|12|1
2012-10-19|14041|12|1
2012-10-19|14044|12|1
2012-10-19|14053|12|1
2012-10-19|14055|12|1
2012-10-19|14056|12|1
2012-10-19|14058|12|1
2012-10-19|14059|12|1
2012-10-19|14060|12|1
2012-10-19|14061|12|1
2012-10-19|14063|12|1
2012-10-19|14068|12|1
2012-10-19|14071|12|1
